"state","incumbent","vote_margin_pct","name","votes","party","cand_code","candidate_2000","win_2000","municode","vote_share_2000","codes","margin_2000"
"RO",0,-21.1229,"EDISON FIDELIS DE SOUZA",11927,"PPB","51-edison fidelis de souza",1,0,"JI PARANA",25.602,"RO_JI PARANA",-21.411
"RO",0,-9.41687,"SUELI ALVES ARAGAO",9297,"PMDB","94-sueli alves aragao",1,1,"CACOAL",52.033,"RO_CACOAL",26.615
"RO",0,-2.74177,"REGINALDO MONTEIRO",3902,"PDT","116-reginaldo monteiro",1,0,"PIMENTA BUENO",30.763,"RO_PIMENTA BUENO",-23.842
"RO",1,2.74177,"MARIA INES BAPTISTA DA SILVA ZANOL",4122,"PSB","116-maria ines baptista da silva zanol",1,1,"PIMENTA BUENO",54.605,"RO_PIMENTA BUENO",23.842
"RO",1,19.4234,"MELKISEDEK DONADON",9693,"PSC","132-melkisedek donadon",1,1,"VILHENA",60.895,"RO_VILHENA",27.965
"RO",0,-1.53198,"JOSE AMAURI DOS SANTOS",9577,"PPS","159-jose amauri dos santos",1,1,"JARU",56.581,"RO_JARU",27.937
"RO",1,1.53198,"ADEMARIO SERAFIM DE ANDRADE",9875,"PDT","159-ademario serafim de andrade",1,0,"JARU",28.644,"RO_JARU",-27.937
"RO",1,18.3905,"CARLOS MAGNO RAMOS",7841,"PFL","175-carlos magno ramos",1,1,"OURO PRETO DO OESTE",55.738,"RO_OURO PRETO DO OESTE",31.095
"RO",0,-5.40494,"JOSE RIBEIRO DA SILVA FILHO",5443,"PMDB","191-jose ribeiro da silva filho",1,1,"PRESIDENTE MEDICI",47.396,"RO_PRESIDENTE MEDICI",6.835
"RO",1,5.40494,"ANTONIO GERALDO DA SILVA",6065,"PPB","191-antonio geraldo da silva",1,0,"PRESIDENTE MEDICI",40.561,"RO_PRESIDENTE MEDICI",-6.835
"RO",0,-16.6667,"RAYMUNDO MESQUITA MUNIZ",810,"PL","213-raymundo mesquita muniz",1,1,"COSTA MARQUES",53.299,"RO_COSTA MARQUES",6.598
"RO",0,-12.2275,"CERENEU JOAO NAUE",4691,"PDT","230-cereneu joao naue",1,1,"COLORADO DO OESTE",38.417,"RO_COLORADO DO OESTE",10.857
"RO",1,12.2275,"EDSON LOPES DA SILVA",5998,"PSDB","230-edson lopes da silva",1,0,"COLORADO DO OESTE",13.146,"RO_COLORADO DO OESTE",-25.271
"RO",0,-10.3843,"MARIA FERREIRA",2507,"PT","272-maria ferreira",1,0,"CEREJEIRAS",19.07,"RO_CEREJEIRAS",-4.816
"RO",1,10.3843,"MANOEL FRANCISCO DE ALMEIDA",3088,"PDT","272-manoel francisco de almeida",1,0,"CEREJEIRAS",20.793,"RO_CEREJEIRAS",-3.093
"RO",1,16.6406,"IVO NARCISO CASSOL",8569,"PDT","299-ivo narciso cassol",1,1,"ROLIM DE MOURA",69.596,"RO_ROLIM DE MOURA",39.192
"RO",0,-8.65084,"MOISES JOSE RIBEIRO DE OLIVEIRA",3944,"PTB","310-moises jose ribeiro de oliveira",1,0,"ALTA FLORESTA DO OESTE",38.551,"RO_ALTA FLORESTA DO OESTE",-2.395
"RO",1,8.65084,"JOSE PEREIRA DE ASSIS",4691,"PMDB","310-jose pereira de assis",1,0,"ALTA FLORESTA DO OESTE",8.074,"RO_ALTA FLORESTA DO OESTE",-32.872
"RO",1,23.1599,"PEDRO DE LIMA PAZ",2627,"PPB","353-pedro de lima paz",1,0,"SANTA LUZIA DO OESTE",36.575,"RO_SANTA LUZIA DO OESTE",-4.072
"RO",1,48.9204,"NEODI CARLOS FRANCISCO DE OLIVEIRA",3414,"PFL","396-neodi carlos francisco de oliveira",1,1,"MACHADINHO DO OESTE",53.884,"RO_MACHADINHO DO OESTE",17.716
"RO",0,-2.12863,"SIDNEY APARECIDO POLETINI",2138,"PMDB","418-sidney aparecido poletini",1,0,"SAO MIGUEL DO GUAPORE",20.58,"RO_SAO MIGUEL DO GUAPORE",-28.438
"RO",1,2.12863,"RENI AGOSTINI",2231,"PT","418-reni agostini",1,1,"SAO MIGUEL DO GUAPORE",49.018,"RO_SAO MIGUEL DO GUAPORE",18.616
"RO",0,-46.1326,"JOSE ANTENOR NOGUEIRA",975,"PMDB","434-jose antenor nogueira",1,1,"NOVA MAMORE",39.912,"RO_NOVA MAMORE",0.0769999999999982
"RO",1,46.1326,"VICENTE DE PAULO BATISTA RODRIGUES",2645,"PDT","434-vicente de paulo batista rodrigues",1,0,"NOVA MAMORE",20.253,"RO_NOVA MAMORE",-19.659
"RO",0,-13.7967,"MILTON MITSUO SAIKI",1234,"PTB","450-milton mitsuo saiki",1,1,"CABIXI",54.908,"RO_CABIXI",22.735
"RO",1,44.0211,"MANOEL FRANCISCO DE LIMA FILHO",3005,"PTB","515-manoel francisco de lima filho",1,0,"NOVO HORIZONTE DO OESTE",20.192,"RO_NOVO HORIZONTE DO OESTE",-18.303
"RO",0,-13.4173,"CHARLES LUIS PINHEIRO GOMES",1581,"PL","558-charles luis pinheiro gomes",1,1,"VALE DO PARAISO",42.327,"RO_VALE DO PARAISO",6.56
"RO",1,13.4173,"JOSE GASQUI PERRETA FILHO",2071,"PTB","558-jose gasqui perreta filho",1,0,"VALE DO PARAISO",35.767,"RO_VALE DO PARAISO",-6.56
"RO",1,5.62259,"EDSON MARTINS DE PAULA",2057,"PMDB","566-edson martins de paula",1,1,"URUPA",62.274,"RO_URUPA",39.01
"RO",1,2.10198,"ISMAEL GONCALVES DE PAIVA",2453,"PMDB","574-ismael goncalves de paiva",1,0,"MIRANTE DA SERRA",37.569,"RO_MIRANTE DA SERRA",-18.608
"RO",0,-23.6111,"CELSO LUIZ GARDA",605,"PSC","582-celso luiz garda",1,0,"SERINGUEIRAS",27.21,"RO_SERINGUEIRAS",-2.323
"RO",1,23.6111,"JOAQUIM DOMINGOS BOARIA",979,"PSDB","582-joaquim domingos boaria",1,1,"SERINGUEIRAS",29.533,"RO_SERINGUEIRAS",2.323
"RO",0,-37.6147,"JOAO BATISTA MARQUES VIEIRA",918,"PDT","590-joao batista marques vieira",1,1,"THEOBROMA",49.211,"RO_THEOBROMA",1.401
"RO",1,37.6147,"ADAO NINKE",2025,"PMDB","590-adao ninke",1,0,"THEOBROMA",47.81,"RO_THEOBROMA",-1.401
"RO",1,6.63697,"NEURI CARLOS PERSCH",2394,"PMDB","604-neuri carlos persch",1,1,"MINISTRO ANDREAZZA",57.254,"RO_MINISTRO ANDREAZZA",14.508
"RO",1,27.7627,"VANDELINO SEBASTIAO SIMON FILHO",2821,"PMDB","612-vandelino sebastiao simon filho",1,1,"GOVERNADOR JORGE TEIXEIRA",44.363,"RO_GOVERNADOR JORGE TEIXEIRA",15.931
"RO",1,19.2778,"SANDI CALISTRO DE SOUSA",1024,"PSDB","647-sandi calistro de sousa",1,1,"RIO CRESPO",67.907,"RO_RIO CRESPO",35.814
"RO",1,24.0885,"JAIR MIOTTO",1991,"PMDB","663-jair miotto",1,1,"MONTE NEGRO",71.513,"RO_MONTE NEGRO",48.95
"RO",0,-16.0594,"MARCELINO HELLMANN",622,"PMDB","671-marcelino hellmann",1,1,"CAMPO NOVO DE RONDONIA",47.644,"RO_CAMPO NOVO DE RONDONIA",28.384
"RO",1,16.0594,"CLAUDIONOR CARDOSO SANTIAGO",860,"PSDB","671-claudionor cardoso santiago",1,0,"CAMPO NOVO DE RONDONIA",16.959,"RO_CAMPO NOVO DE RONDONIA",-30.685
"RO",1,24.3867,"JOAO BECKER",862,"PT","680-joao becker",1,0,"CUJUBIM",33.828,"RO_CUJUBIM",-16.349
"RO",1,22.0797,"DIRCEU DE OLIVEIRA",904,"PFL","701-dirceu de oliveira",1,0,"PARECIS",38.848,"RO_PARECIS",-22.304
"RO",1,11.5145,"JOSE MENDES FERREIRA FILHO",1075,"PT","710-jose mendes ferreira filho",1,1,"SAO FELIPE D OESTE",41.641,"RO_SAO FELIPE D OESTE",12.406
"RO",1,4.13749,"HELIO DE LARA",818,"PMDB","728-helio de lara",1,1,"PRIMAVERA DE RONDONIA",47.866,"RO_PRIMAVERA DE RONDONIA",15.747
"RO",1,7.9865,"VITORIA DE FATIMA BETELLI DA SILVA",960,"PSDB","736-vitoria de fatima betelli da silva",1,0,"ALTO ALEGRE DOS PARECIS",44.271,"RO_ALTO ALEGRE DOS PARECIS",-11.458
"RO",1,10.7948,"ELIAS JOSE FERREIRA",934,"PMN","744-elias jose ferreira",1,1,"NOVA UNIAO",41.497,"RO_NOVA UNIAO",10.117
"RO",0,-15.9459,"ANTONIO ZOTESSO",622,"PT","752-antonio zotesso",1,0,"TEIXEIROPOLIS",32.459,"RO_TEIXEIROPOLIS",-16.69
"RO",0,-1.02002,"ELSON DE SOUZA MONTES",1310,"PDT","779-elson de souza montes",1,0,"BURITIS",27.472,"RO_BURITIS",-1.152
"RO",1,1.02002,"ADAIR FERREIRA DE SOUZA",1337,"PMDB","779-adair ferreira de souza",1,0,"BURITIS",17.154,"RO_BURITIS",-11.47
"RO",0,-29.1815,"ADIBRE RODRIGUES PEREIRA",199,"PMDB","787-adibre rodrigues pereira",1,0,"PIMENTEIRAS DO OESTE",22.286,"RO_PIMENTEIRAS DO OESTE",-17.188
"RO",0,-10.9043,"JOAO DOS SANTOS PLENTZ",1005,"PTB","795-joao dos santos plentz",1,1,"SAO FRANCISCO DO GUAPORE",49.657,"RO_SAO FRANCISCO DO GUAPORE",13.175
"RO",1,10.9043,"MISAC PERES DOS REIS",1251,"PMDB","795-misac peres dos reis",1,0,"SAO FRANCISCO DO GUAPORE",36.482,"RO_SAO FRANCISCO DO GUAPORE",-13.175
"RO",1,15.2961,"ATAIDE JOSE DA SILVA",701,"PPB","809-ataide jose da silva",1,1,"CHUPINGUAIA",59.841,"RO_CHUPINGUAIA",21.074
"AC",1,4.7619,"LOURIVAL MUSTAFA DE ANDRADE",704,"PPB","1015-lourival mustafa de andrade",1,1,"CAPIXABA",61.545,"AC_CAPIXABA",23.09
"AC",0,-15.4804,"JOSIMAR GOMES DE AZEVEDO",950,"PPB","1040-josimar gomes de azevedo",1,0,"MARECHAL THAUMATURGO",32.811,"AC_MARECHAL THAUMATURGO",-34.378
"AC",0,-13.7959,"FRANCISCO JOSEMAR DA SILVA",2162,"PMN","1058-francisco josemar da silva",1,0,"BRASILEIA",14.095,"AC_BRASILEIA",-30.005
"AC",1,13.7959,"ALDEMIR LOPES DA SILVA",2854,"PMDB","1058-aldemir lopes da silva",1,0,"BRASILEIA",41.806,"AC_BRASILEIA",-2.294
"AC",1,NA,"ALUIZIO BEZERRA DE OLIVEIRA",11182,"PMDB","1074-aluizio bezerra de oliveira",1,0,"CRUZEIRO DO SUL",31.878,"AC_CRUZEIRO DO SUL",-6.325
"AC",1,3.78493,"RUI MATOS SAID MAIA",1467,"PMDB","1082-rui matos said maia",1,0,"RODRIGUES ALVES",35.323,"AC_RODRIGUES ALVES",-10.748
"AC",0,-6.94239,"LUIZ HELOSMAN DE FIGUEIREDO",1890,"PPB","1090-luiz helosman de figueiredo",1,1,"MANCIO LIMA",63.857,"AC_MANCIO LIMA",27.714
"AC",1,6.94239,"PAULO LIMA DENE",2172,"PMDB","1090-paulo lima dene",1,0,"MANCIO LIMA",36.143,"AC_MANCIO LIMA",-27.714
"AC",0,-16.8158,"JOAO SEBASTIAO FLORES DA SILVA",1348,"PFL","1112-joao sebastiao flores da silva",1,1,"EPITACIOLANDIA",53.542,"AC_EPITACIOLANDIA",28.079
"AC",1,16.8158,"LUIZ BRANDAO HASSEM",1893,"PPB","1112-luiz brandao hassem",1,0,"EPITACIOLANDIA",20.995,"AC_EPITACIOLANDIA",-32.547
"AC",0,-8.89666,"FRANCIMAR FERNANDES DE ALBUQUERQUE",2345,"PT","1139-francimar fernandes de albuquerque",1,1,"FEIJO",63.279,"AC_FEIJO",26.558
"AC",1,11.1245,"JULIO BARBOSA DE AQUINO",1843,"PT","1490-julio barbosa de aquino",1,1,"XAPURI",63.571,"AC_XAPURI",27.142
"AC",1,29.8574,"LUIZ PEREIRA DE LIMA",3960,"PFL","1511-luiz pereira de lima",1,0,"PLACIDO DE CASTRO",36.8,"AC_PLACIDO DE CASTRO",-26.4
"AC",1,11.3718,"MANOEL GOMES SOCORRO DA SILVA",3085,"PMN","1538-manoel gomes socorro da silva",1,1,"SENADOR GUIOMARD",50.397,"AC_SENADOR GUIOMARD",0.793999999999997
"AC",1,0.606796,"JORGE ALMEIDA DA SILVA",829,"PT","1554-jorge almeida da silva",1,1,"MANUEL URBANO",53.325,"AC_MANUEL URBANO",6.65000000000001
"AC",0,-7.02479,"MANOEL BATISTA DE ARAUJO",675,"PT","1570-manoel batista de araujo",1,1,"ASSIS BRASIL",58.555,"AC_ASSIS BRASIL",17.11
"AM",1,5.19843,"WILTON PEREIRA DOS SANTOS",1882,"PPB","2011-wilton pereira dos santos",1,0,"NOVO AYRAO",32.251,"AM_NOVO AYRAO",-17.786
"AM",1,11.5938,"ARMANDO CORREIA DE OLIVEIRA FILHO",1901,"PPB","2020-armando correia de oliveira filho",1,1,"GUAJARA",52.968,"AM_GUAJARA",5.93600000000001
"AM",1,18.3402,"ARISTHEU ALBERTO BRANDAO",1868,"PRP","2038-aristheu alberto brandao",1,0,"ANORI",39.604,"AM_ANORI",-11.771
"AM",0,-2.95918,"ROSARIO CONTE GALATE NETO",951,"PFL","2054-rosario conte galate neto",1,1,"ATALAIA DO NORTE",31.132,"AM_ATALAIA DO NORTE",1.389
"AM",1,2.95918,"TONY SERGIO JEAN DE SALES",1009,"PMDB","2054-tony sergio jean de sales",1,0,"ATALAIA DO NORTE",29.743,"AM_ATALAIA DO NORTE",-1.389
"AM",0,-25.8479,"JOSE THOME FILHO",1935,"PFL","2070-jose thome filho",1,1,"AUTAZES",23.692,"AM_AUTAZES",2.314
"AM",1,12.3677,"JOSE RIBAMAR FONTES BELEZA",1858,"PPB","2097-jose ribamar fontes beleza",1,1,"BARCELOS",67.479,"AM_BARCELOS",34.958
"AM",1,7.88102,"MARIA DO SOCORRO DUTRA LINDOSO",3518,"PFL","2119-maria do socorro dutra lindoso",1,0,"BARREIRINHA",46.972,"AM_BARREIRINHA",-6.056
"AM",1,11.5357,"JOSE AMAURI DA SILVA MAIA",3882,"PTB","2135-jose amauri da silva maia",1,1,"BENJAMIN CONSTANT",63.078,"AM_BENJAMIN CONSTANT",29.408
"AM",0,-32.3863,"MOISES PANTOJA LIMA",2118,"PMDB","2151-moises pantoja lima",1,0,"BOCA DO ACRE",23.77,"AM_BOCA DO ACRE",-15.694
"AM",1,32.3863,"JOSE RAIMUNDO DO VALE",4147,"PPB","2151-jose raimundo do vale",1,0,"BOCA DO ACRE",12.909,"AM_BOCA DO ACRE",-26.555
"AM",1,29.7884,"JONES KARRER DE CASTRO MONTEIRO",4906,"PPB","2178-jones karrer de castro monteiro",1,0,"BORBA",29.864,"AM_BORBA",-17.969
"AM",0,-13.3488,"RAIMUNDO RODRIGUES DE AMORIM",1123,"PPB","2194-raimundo rodrigues de amorim",1,1,"CANUTAMA",53.639,"AM_CANUTAMA",7.27800000000001
"AM",0,-4.35726,"FRANCISCO COSTA DOS SANTOS",3084,"PFL","2216-francisco costa dos santos",1,0,"CARAUARI",48.731,"AM_CARAUARI",-2.538
"AM",1,6.02521,"JOEL RODRIGUES LOBO",3449,"PTB","2232-joel rodrigues lobo",1,1,"CAREIRO",52.379,"AM_CAREIRO",6.847
"AM",1,34.2915,"ROBERVAL RODRIGUES DA SILVA",6961,"PFL","2259-roberval rodrigues da silva",1,0,"COARI",26.909,"AM_COARI",-8.465
"AM",0,-16.8191,"ABRAHAM LINCOLN DIB BASTOS",2092,"PPB","2275-abraham lincoln dib bastos",1,1,"CODAJAS",64.883,"AM_CODAJAS",29.766
"AM",1,16.8191,"SIMAO BARROS DA SILVA",2938,"PTB","2275-simao barros da silva",1,0,"CODAJAS",35.117,"AM_CODAJAS",-29.766
"AM",1,NA,"ROMULO BARBOSA MATTOS",2963,"PPB","2313-romulo barbosa mattos",1,1,"ENVIRA",59.42,"AM_ENVIRA",18.84
"AM",1,9.01476,"WILSON FERREIRA LISBOA",2733,"PPB","2330-wilson ferreira lisboa",1,1,"FONTE BOA",63.891,"AM_FONTE BOA",28.098
"AM",1,26.8402,"RENATO PEREIRA GONCALVES",7065,"PTB","2356-renato pereira goncalves",1,1,"HUMAITA",50.856,"AM_HUMAITA",1.712
"AM",0,-28.5377,"MARIOLINO SIQUEIRA DE OLIVEIRA",606,"PFL","2372-mariolino siqueira de oliveira",1,0,"SANTA ISABEL DO RIO NEGRO",22.917,"AM_SANTA ISABEL DO RIO NEGRO",-26.213
"AM",1,28.5377,"ANTONIO CARLOS FONTES TEIXEIRA",1090,"PPB","2372-antonio carlos fontes teixeira",1,0,"SANTA ISABEL DO RIO NEGRO",27.953,"AM_SANTA ISABEL DO RIO NEGRO",-21.177
"AM",1,19.9068,"MIRON OSMARIO FOGACA",9776,"PTB","2410-miron osmario fogaca",1,0,"ITACOATIARA",30.594,"AM_ITACOATIARA",-13.019
"AM",0,-11.1004,"JOAO DE DEUS PLINIO MARQUES",921,"PTB","2437-joao de deus plinio marques",1,1,"ITAPIRANGA",50.925,"AM_ITAPIRANGA",8.003
"AM",1,11.1004,"JOSE NIVALTER CORREIA LIMA",1151,"PPB","2437-jose nivalter correia lima",1,0,"ITAPIRANGA",42.922,"AM_ITAPIRANGA",-8.003
"AM",0,-16.8379,"RAIMUNDO MATIAS BARBOSA",526,"PFL","2453-raimundo matias barbosa",1,1,"JAPURA",48.094,"AM_JAPURA",10.61
"AM",1,17.0012,"TABIRA RAMOS DIAS FERREIRA",991,"PTB","2470-tabira ramos dias ferreira",1,1,"JURUA",63.169,"AM_JURUA",26.338
"AM",0,-11.8824,"UMBERTO AFONSO LASMAR",1498,"PTB","2496-umberto afonso lasmar",1,0,"JUTAI",21.196,"AM_JUTAI",-32.241
"AM",1,11.8824,"RIBAMAR CRUZ DE FARIAS",1902,"PSL","2496-ribamar cruz de farias",1,0,"JUTAI",25.367,"AM_JUTAI",-28.07
"AM",0,-27.1482,"MUSTAF SAID",2446,"PSL","2518-mustaf said",1,0,"LABREA",30.679,"AM_LABREA",-1.874
"AM",1,27.1482,"JOSE OLIMPIO FILHO",4269,"PFL","2518-jose olimpio filho",1,1,"LABREA",32.553,"AM_LABREA",1.874
"AM",1,1.67006,"ANGELUS CRUZ FIGUEIRA",11993,"PFL","2534-angelus cruz figueira",1,1,"MANACAPURU",52.868,"AM_MANACAPURU",5.736
"AM",0,-2.49201,"EMERSON PEDRACA DE FRANCA",3815,"PSDC","2577-emerson pedraca de franca",1,0,"MANICORE",23.214,"AM_MANICORE",-1.965
"AM",1,2.49201,"WALDOMIRO GOMES",4010,"PPB","2577-waldomiro gomes",1,0,"MANICORE",24.816,"AM_MANICORE",-0.363
"AM",0,-12.5813,"CICERO LOPES DA SILVA",1143,"PL","2593-cicero lopes da silva",1,0,"MARAA",41.526,"AM_MARAA",-4.049
"AM",0,-3.68569,"ALFREDO MOREIRA DE ALMEIDA",6337,"PPB","2615-alfredo moreira de almeida",1,0,"MAUES",19.816,"AM_MAUES",-25.641
"AM",1,3.68569,"CARLOS JOSE ESTEVES",6822,"PFL","2615-carlos jose esteves",1,0,"MAUES",34.728,"AM_MAUES",-10.729
"AM",1,23.8808,"PAULO CASTRO DE ALBUQUERQUE",3805,"PPB","2631-paulo castro de albuquerque",1,1,"NHAMUNDA",51.384,"AM_NHAMUNDA",2.768
"AM",1,2.0706,"SEBASTIAO RODRIGUES MACIEL",2588,"PFL","2658-sebastiao rodrigues maciel",1,1,"NOVA OLINDA DO NORTE",50.253,"AM_NOVA OLINDA DO NORTE",22.53
"AM",0,-0.17735,"ADIEL MEIRA DE SANTANA",1970,"PTB","2674-adiel meira de santana",1,1,"NOVO ARIPUANA",56.857,"AM_NOVO ARIPUANA",13.714
"AM",1,0.17735,"RAIMUNDO LOPES DE ALBUQUERQUE SOBRINHO",1977,"PFL","2674-raimundo lopes de albuquerque sobrinho",1,0,"NOVO ARIPUANA",43.143,"AM_NOVO ARIPUANA",-13.714
"AM",1,20.4088,"FRANCISCO DAS CHAGAS DE JESUS GOMES DA COSTA",1885,"PSDB","2712-francisco das chagas de jesus gomes da costa",1,0,"PAUINI",40.32,"AM_PAUINI",-19.36
"AM",1,6.33371,"ANTUNES BITAR RUAS",2342,"PMDB","2739-antunes bitar ruas",1,0,"SANTO ANTONIO DO ICA",49.963,"AM_SANTO ANTONIO DO ICA",-0.0739999999999981
"AM",0,-7.81169,"FRANROSSI DE OLIVEIRA LIRA",891,"PFL","2771-franrossi de oliveira lira",1,0,NA,NA,NA,NA
"AM",0,-17.1851,"ALMINO GONCALVES DE ALBUQUERQUE",1371,"PFL","2798-almino goncalves de albuquerque",1,1,"TAPAUA",71.934,"AM_TAPAUA",43.868
"AM",1,17.1851,"OCIMAR LOPES DE SOUZA",1940,"PTB","2798-ocimar lopes de souza",1,0,"TAPAUA",28.066,"AM_TAPAUA",-43.868
"AM",0,-45.4575,"ABEL RODRIGUES ALVES",3398,"PPS","2810-abel rodrigues alves",1,0,"TEFE",17.72,"AM_TEFE",-11.861
"AM",1,45.4575,"FRANCISCO HELIO BEZERRA BESSA",9062,"PTB","2810-francisco helio bezerra bessa",1,1,"TEFE",29.581,"AM_TEFE",1.813
"AM",1,0.776288,"AMILTON BEZERRA GADELHA",2856,"PT","2836-amilton bezerra gadelha",1,0,"SAO GABRIEL DA CACHOEIRA",30.39,"AM_SAO GABRIEL DA CACHOEIRA",-2.069
"AM",1,0.879885,"PEDRO GERALDO RAIMUNDO FALABELLA",2465,"PMDB","2852-pedro geraldo raimundo falabella",1,1,"URUCARA",53.228,"AM_URUCARA",6.456
"AM",0,-10.2723,"FELIX VITAL DE ALMEIDA",2175,"PPB","2879-felix vital de almeida",1,1,"URUCURITUBA",30.239,"AM_URUCURITUBA",9.124
"AM",1,31.1072,"SIDONIO TRINDADE GONCALVES",1865,"PTB","2895-sidonio trindade goncalves",1,1,"ALVARAES",48.251,"AM_ALVARAES",17.395
"AM",0,-0.133038,"LUIZ PEREIRA",1126,"PPB","2917-luiz pereira",1,1,"AMATURA",28.998,"AM_AMATURA",5.031
"AM",0,-6.95279,"ANTONIO ARAUJO COELHO",1084,"PL","2933-antonio araujo coelho",1,0,"ANAMA",42.467,"AM_ANAMA",-15.066
"AM",1,6.95279,"ESMERALDA MOURA DA SILVA",1246,"PMDB","2933-esmeralda moura da silva",1,1,"ANAMA",57.533,"AM_ANAMA",15.066
"AM",1,18.0301,"VASCO BENTO DOS SANTOS RIBEIRO",2121,"PSC","2976-vasco bento dos santos ribeiro",1,1,"BOA VISTA DE RAMOS",52.868,"AM_BOA VISTA DE RAMOS",25.583
"AM",0,-7.0018,"ANTONIO QUEIROZ DE MORAES",1295,"PPB","2992-antonio queiroz de moraes",1,0,"CAAPIRANGA",47.716,"AM_CAAPIRANGA",-4.079
"AM",1,7.0018,"ANTONIO FERREIRA LIMA",1490,"PFL","2992-antonio ferreira lima",1,1,"CAAPIRANGA",51.795,"AM_CAAPIRANGA",4.079
"RR",0,-36.0284,"BERNARDINO ALVES CIRQUEIRA",451,"PMN","3026-bernardino alves cirqueira",1,0,"IRACEMA",33.126,"RR_IRACEMA",-33.748
"RR",1,36.0284,"JOAQUIM DE FREITAS RUIZ",959,"PPB","3026-joaquim de freitas ruiz",1,1,"IRACEMA",66.874,"RR_IRACEMA",33.748
"RR",1,4.91876,"ANTÔNIO DA COSTA REIS",2357,"PSDB","3034-antonio da costa reis",1,1,NA,NA,NA,NA
"PA",1,15.5499,"ORTENCIO ALVES DOS SANTOS",3604,"PMDB","4006-ortencio alves dos santos",1,0,"GOIANESIA DO PARA",22.729,"PA_GOIANESIA DO PARA",-54.542
"PA",0,-21.1706,"JOSE AFONSO SILVA SARGES DA ROCHA",10290,"PTB","4014-jose afonso silva sarges da rocha",1,0,"ABAETETUBA",20.182,"PA_ABAETETUBA",-13.073
"PA",1,21.1706,"ELZEMAR DA SILVA PAES",15817,"PDT","4014-elzemar da silva paes",1,0,"ABAETETUBA",5.235,"PA_ABAETETUBA",-28.02
"PA",1,7.90877,"FRANCISCO NAZARENO GONCALVES DE SOUZA",3643,"PSB","4022-francisco nazareno goncalves de souza",1,0,"TAILANDIA",30.364,"PA_TAILANDIA",-11.85
"PA",0,-20.183,"JOSE MARIA DE OLIVEIRA MOTA",3053,"PMDB","4030-jose maria de oliveira mota",1,0,"ACARA",30.165,"PA_ACARA",-31.085
"PA",1,20.183,"FRANCISCA MARTINS OLIVEIRA E SILVA",4597,"PPB","4030-francisca martins oliveira e silva",1,1,"ACARA",61.25,"PA_ACARA",31.085
"PA",0,-55.4949,"CLEOSTENES FARIAS DO VALE",2689,"PPS","4073-cleostenes farias do vale",1,0,"ALENQUER",23.035,"PA_ALENQUER",-14.861
"PA",1,12.2698,"CELSO LOPES CARDOSO",3779,"PSDB","4081-celso lopes cardoso",1,1,"TUCUMA",68.145,"PA_TUCUMA",36.29
"PA",0,-15.6544,"SEBASTIAO BAIA AGUILA",5159,"PTB","4090-sebastiao baia aguila",1,1,"ALMERIM",61.114,"PA_ALMERIM",22.228
"PA",1,15.6544,"ARACY DO SOCORRO DA GAMA BENTES",7074,"PSDB","4090-aracy do socorro da gama bentes",1,0,"ALMERIM",38.886,"PA_ALMERIM",-22.228
"PA",1,13.6834,"JOEL NUNES DOS SANTOS",5662,"PPB","4103-joel nunes dos santos",1,0,NA,NA,NA,NA
"PA",0,-1.13355,"DOMINGOS JUVENIL NUNES DE SOUSA",8591,"PMDB","4111-domingos juvenil nunes de sousa",1,1,"ALTAMIRA",44.161,"PA_ALTAMIRA",12.796
"PA",0,-36.2433,"DOMICIANO BEZERRA SOARES",891,"PMN","4120-domiciano bezerra soares",1,1,"ELDORADO DO CARAJAS",40.719,"PA_ELDORADO DO CARAJAS",6.184
"PA",1,36.2433,"JAIR DA CAMPO",1904,"PMDB","4120-jair da campo",1,0,"ELDORADO DO CARAJAS",34.535,"PA_ELDORADO DO CARAJAS",-6.184
"PA",1,6.84108,"RAIMUNDO NONATO VIEIRA DA COSTA",3553,"PSDB","4146-raimundo nonato vieira da costa",1,1,NA,NA,NA,NA
"PA",1,42.3163,"MANOEL CARLOS ANTUNES",32293,"PSDB","4154-manoel carlos antunes",1,1,"ANANINDEUA",83.975,"PA_ANANINDEUA",69.505
"PA",1,26.6531,"JOSE ALVES BATISTA",1245,"PSDB","4162-jose alves batista",1,0,"PALESTINA DO PARA",48.575,"PA_PALESTINA DO PARA",-2.84999999999999
"PA",1,14.6201,"MILTON MATEUS DE BRITO LOBAO",5680,"PSDB","4170-milton mateus de brito lobao",1,1,"AUGUSTO CORREA",47.594,"PA_AUGUSTO CORREA",4.96
"PA",0,-45.5589,"JOAO BOSCO GONCALVES",901,"PTB","4189-joao bosco goncalves",1,0,"IPIXUNA DO PARA",16.458,"PA_IPIXUNA DO PARA",-67.084
"PA",1,45.5589,"JOSE ORLANDO FREIRE",2409,"PFL","4189-jose orlando freire",1,1,"IPIXUNA DO PARA",83.542,"PA_IPIXUNA DO PARA",67.084
"PA",0,-8.49565,"MARIA GORETE DANTAS XAVIER",1104,"PMDB","4197-maria gorete dantas xavier",1,0,"AVEIRO",17.836,"PA_AVEIRO",-7.704
"PA",1,8.49565,"MILANEZ AUZIER PINHEIRO",1309,"PTB","4197-milanez auzier pinheiro",1,0,"AVEIRO",17.19,"PA_AVEIRO",-8.35
"PA",1,77.7778,"EDUARDO AZEVEDO",1528,"PSC","4200-eduardo azevedo",1,1,"JACAREACANGA",87.982,"PA_JACAREACANGA",75.964
