"userid","kept","alloc_type","message"
675,FALSE,"Flat","YES"
691,FALSE,"Flat","YES"
704,TRUE,"Flat","YES"
714,FALSE,"Flat","YES"
724,TRUE,"Flat","YES"
726,TRUE,"Flat","YES"
730,FALSE,"Flat","YES"
755,FALSE,"Flat","YES"
758,TRUE,"Flat","YES"
772,FALSE,"Flat","YES"
773,FALSE,"Flat","YES"
774,FALSE,"Flat","YES"
807,TRUE,"Flat","YES"
837,FALSE,"Flat","YES"
851,FALSE,"Flat","YES"
860,FALSE,"Flat","YES"
867,TRUE,"Flat","YES"
873,TRUE,"Flat","YES"
877,FALSE,"Flat","YES"
886,TRUE,"Flat","YES"
906,TRUE,"Flat","YES"
917,FALSE,"Flat","YES"
923,FALSE,"Flat","YES"
927,TRUE,"Flat","YES"
938,TRUE,"Flat","YES"
944,TRUE,"Flat","YES"
945,FALSE,"Flat","YES"
950,TRUE,"Flat","YES"
967,FALSE,"Flat","YES"
971,TRUE,"Flat","YES"
995,TRUE,"Flat","YES"
1014,FALSE,"Flat","YES"
1017,TRUE,"Flat","YES"
1022,FALSE,"Flat","YES"
1029,FALSE,"Flat","YES"
1055,TRUE,"Flat","YES"
1074,FALSE,"Flat","YES"
1078,TRUE,"Flat","YES"
1096,TRUE,"Flat","YES"
1103,FALSE,"Flat","YES"
1105,TRUE,"Flat","YES"
1119,TRUE,"Flat","YES"
1131,TRUE,"Flat","YES"
1140,TRUE,"Flat","YES"
1143,TRUE,"Flat","YES"
1149,FALSE,"Flat","YES"
1154,TRUE,"Flat","YES"
1195,FALSE,"Flat","YES"
1199,FALSE,"Flat","YES"
1201,TRUE,"Flat","YES"
1206,TRUE,"Flat","YES"
1220,FALSE,"Flat","YES"
1231,TRUE,"Flat","YES"
1252,FALSE,"Flat","YES"
1259,TRUE,"Flat","YES"
1261,TRUE,"Flat","YES"
1265,FALSE,"Flat","YES"
1282,TRUE,"Flat","YES"
1283,FALSE,"Flat","YES"
1299,TRUE,"Flat","YES"
1300,FALSE,"Flat","YES"
1307,TRUE,"Flat","YES"
1309,TRUE,"Flat","YES"
1352,TRUE,"Flat","YES"
1358,TRUE,"Flat","YES"
1380,FALSE,"Flat","YES"
1402,TRUE,"Flat","YES"
1413,TRUE,"Flat","YES"
1454,FALSE,"Flat","YES"
1469,TRUE,"Flat","YES"
1470,TRUE,"Flat","YES"
1488,FALSE,"Flat","YES"
1499,TRUE,"Flat","YES"
1502,FALSE,"Flat","YES"
1509,TRUE,"Flat","YES"
